timestamp,temp_c,humidity_pct,soil_adc,light_lux,flame_detected,ir_detected,relay_fan,relay_pump,relay_light,relay_buzzer,automation_on,threshold_temp_on,threshold_soil_dry,threshold_light_lux
2026-02-19T01:14:21,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:23,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:26,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:28,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:30,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:33,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:36,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:38,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:41,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:43,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:46,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:49,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:52,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:54,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:14:57,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:00,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:02,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:05,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:07,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:10,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:13,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:15,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:18,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:20,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:22,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:25,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:28,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:30,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:33,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:36,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:38,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:41,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:43,27.8,59.3,0.0,18.33,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:46,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:48,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:51,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:54,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:57,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:15:59,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:02,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:05,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:07,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:10,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:13,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:15,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:18,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:20,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:23,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:25,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:27,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:30,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:32,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:35,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:37,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:40,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:43,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:45,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:48,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:51,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:53,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:57,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:16:59,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:02,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:04,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:07,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:09,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:12,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:14,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:17,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:20,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:22,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:25,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:27,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:30,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:33,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:35,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:38,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:41,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:43,27.8,59.3,0.0,20.83,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:46,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:48,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:50,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:53,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:55,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:17:58,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:00,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:04,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:06,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:09,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:11,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:14,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:17,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:19,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:22,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:25,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:27,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:30,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:33,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:35,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:38,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:41,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:43,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:46,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:48,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:51,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:53,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:56,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:18:58,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:01,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:03,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:06,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:08,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:10,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:13,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:16,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:18,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:21,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:23,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:25,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:28,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:30,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:33,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:35,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:38,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:41,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:44,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:46,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:49,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:52,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:54,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:19:57,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:00,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:02,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:05,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:07,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:10,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:12,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:15,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:18,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:21,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:23,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:26,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:29,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:32,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:35,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:37,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:40,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:43,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:45,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:48,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:51,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:54,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:56,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:20:59,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:01,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:04,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:07,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:10,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:12,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:14,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:17,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:19,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:22,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:24,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:27,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:30,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:33,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:36,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:38,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:41,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:44,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:46,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:49,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:51,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:54,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:56,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:21:58,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:01,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:03,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:06,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:08,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:11,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:13,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:16,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:18,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:21,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:24,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:27,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:29,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:32,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:34,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:36,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:40,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:42,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:45,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:47,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:50,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:53,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:55,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:22:58,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:00,27.8,59.3,0.0,19.17,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:03,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:05,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:07,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:10,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
2026-02-19T01:23:13,27.8,59.3,0.0,20.0,1,1,0,0,0,0,1,28,1800,5
